session_id,session_date,city,station_id,operator,charger_type,energy_kwh,duration_min,revenue
4209,2024-03-11,Bengaluru,BLR-01,ChargeGrid,Fast,34.43,100.3,757.46
4210,2024-03-11,Bengaluru,BLR-01,VoltNow,Fast,26.94,108.0,592.68
4211,2024-03-11,Bengaluru,BLR-01,ChargeGrid,Fast,25.74,59.6,566.28
4212,2024-03-11,Bengaluru,BLR-01,ChargeGrid,Fast,17.82,106.7,392.04
4213,2024-03-11,Bengaluru,BLR-01,ChargeGrid,Fast,29.95,118.7,658.9
4214,2024-03-11,Bengaluru,BLR-01,VoltNow,Fast,7.98,82.6,175.56
4215,2024-03-11,Bengaluru,BLR-02,ChargeGrid,Fast,6.81,106.4,149.82
4216,2024-03-11,Bengaluru,BLR-02,VoltNow,Standard,7.04,51.3,84.48
4217,2024-03-11,Bengaluru,BLR-02,VoltNow,Fast,30.36,114.5,667.92
4218,2024-03-11,Bengaluru,BLR-02,ChargeGrid,Standard,6.19,65.5,74.28
4219,2024-03-11,Bengaluru,BLR-02,ChargeGrid,Fast,11.71,86.7,257.62
4220,2024-03-11,Bengaluru,BLR-02,ChargeGrid,Fast,23.43,106.3,515.46
4221,2024-03-11,Bengaluru,BLR-02,VoltNow,Fast,7.58,55.6,166.76
4222,2024-03-11,Bengaluru,BLR-02,ChargeGrid,Standard,16.0,61.4,192.0
4223,2024-03-11,Bengaluru,BLR-03,ChargeGrid,Standard,14.47,27.7,173.64
4224,2024-03-11,Bengaluru,BLR-03,ChargeGrid,Standard,32.44,34.6,389.28
4225,2024-03-11,Bengaluru,BLR-03,ChargeGrid,Fast,31.54,55.0,693.88
4226,2024-03-11,Bengaluru,BLR-03,ChargeGrid,Fast,23.36,49.4,513.92
4227,2024-03-11,Bengaluru,BLR-03,VoltNow,Fast,11.79,42.5,259.38
4228,2024-03-11,Bengaluru,BLR-03,VoltNow,Fast,16.44,81.8,361.68
4229,2024-03-11,Bengaluru,BLR-03,ChargeGrid,Standard,15.35,66.3,184.2
4230,2024-03-11,Delhi,DEL-01,ChargeGrid,Fast,18.15,71.9,399.3
4231,2024-03-11,Delhi,DEL-01,ChargeGrid,Fast,33.18,52.8,729.96
4232,2024-03-11,Delhi,DEL-01,VoltNow,Standard,6.86,50.3,82.32
4233,2024-03-11,Delhi,DEL-01,ChargeGrid,Fast,29.24,56.7,643.28
4234,2024-03-11,Delhi,DEL-01,ChargeGrid,Fast,8.12,29.0,178.64
4235,2024-03-11,Delhi,DEL-01,ChargeGrid,Standard,11.24,110.4,134.88
4236,2024-03-11,Delhi,DEL-01,VoltNow,Fast,12.27,92.7,269.94
4237,2024-03-11,Delhi,DEL-01,VoltNow,Fast,14.24,48.1,313.28
4238,2024-03-11,Delhi,DEL-02,ChargeGrid,Standard,29.55,25.1,354.6
4239,2024-03-11,Delhi,DEL-02,VoltNow,Standard,28.27,39.5,339.24
4240,2024-03-11,Delhi,DEL-02,ChargeGrid,Standard,8.43,36.5,101.16
4241,2024-03-11,Delhi,DEL-02,VoltNow,Fast,11.32,101.0,249.04
4242,2024-03-11,Delhi,DEL-02,VoltNow,Standard,9.08,82.0,108.96
4243,2024-03-11,Delhi,DEL-02,ChargeGrid,Fast,34.69,113.3,763.18
4244,2024-03-11,Delhi,DEL-02,ChargeGrid,Fast,22.3,91.5,490.6
4245,2024-03-11,Delhi,DEL-02,ChargeGrid,Fast,11.66,66.6,256.52
4246,2024-03-11,Mumbai,MUM-01,ChargeGrid,Standard,19.7,85.1,236.4
4247,2024-03-11,Mumbai,MUM-01,ChargeGrid,Fast,20.32,96.5,447.04
4248,2024-03-11,Mumbai,MUM-01,ChargeGrid,Standard,20.02,20.1,240.24
4249,2024-03-11,Mumbai,MUM-01,ChargeGrid,Fast,19.06,55.2,419.32
4250,2024-03-11,Mumbai,MUM-01,VoltNow,Fast,28.46,96.8,626.12
4251,2024-03-11,Mumbai,MUM-01,VoltNow,Fast,25.62,88.5,563.64
4252,2024-03-11,Mumbai,MUM-01,ChargeGrid,Fast,29.79,104.5,655.38
4253,2024-03-11,Mumbai,MUM-01,VoltNow,Standard,25.37,30.0,304.44
4254,2024-03-11,Mumbai,MUM-01,VoltNow,Standard,21.92,97.2,263.04
4255,2024-03-11,Mumbai,MUM-02,VoltNow,Standard,27.67,34.8,332.04
4256,2024-03-11,Mumbai,MUM-02,VoltNow,Fast,29.24,48.0,643.28
4257,2024-03-11,Mumbai,MUM-02,VoltNow,Fast,17.93,104.8,394.46
4258,2024-03-11,Mumbai,MUM-02,VoltNow,Standard,14.47,34.5,173.64
4259,2024-03-11,Mumbai,MUM-02,ChargeGrid,Standard,26.04,31.3,312.48
4260,2024-03-11,Mumbai,MUM-02,ChargeGrid,Standard,31.09,105.3,373.08
4261,2024-03-11,Mumbai,MUM-02,ChargeGrid,Fast,29.34,65.0,645.48
4262,2024-03-11,Mumbai,MUM-03,VoltNow,Fast,33.44,84.3,735.68
4263,2024-03-11,Mumbai,MUM-03,VoltNow,Fast,11.8,87.7,259.6
4264,2024-03-11,Mumbai,MUM-03,ChargeGrid,Standard,27.3,21.2,327.6
4265,2024-03-11,Mumbai,MUM-03,VoltNow,Standard,24.78,49.5,297.36
4266,2024-03-11,Mumbai,MUM-03,ChargeGrid,Fast,27.76,70.1,610.72
4267,2024-03-11,Mumbai,MUM-03,VoltNow,Standard,28.72,91.9,344.64
4268,2024-03-11,Mumbai,MUM-03,VoltNow,Fast,34.12,75.7,750.64
4269,2024-03-11,Mumbai,MUM-03,ChargeGrid,Fast,29.39,37.6,646.58
4270,2024-03-11,Hyderabad,HYD-01,ChargeGrid,Standard,19.76,46.3,237.12
4271,2024-03-11,Hyderabad,HYD-01,ChargeGrid,Fast,33.96,34.6,747.12
4272,2024-03-11,Hyderabad,HYD-01,ChargeGrid,Fast,12.49,70.3,274.78
4273,2024-03-11,Hyderabad,HYD-01,ChargeGrid,Fast,16.23,92.6,357.06
4274,2024-03-11,Hyderabad,HYD-02,VoltNow,Fast,24.42,84.3,537.24
4275,2024-03-11,Hyderabad,HYD-02,VoltNow,Standard,16.43,74.5,197.16
4276,2024-03-11,Hyderabad,HYD-02,VoltNow,Fast,19.36,65.9,425.92
4277,2024-03-11,Hyderabad,HYD-02,VoltNow,Standard,12.05,93.8,144.6
4278,2024-03-11,Hyderabad,HYD-02,ChargeGrid,Standard,31.3,63.2,375.6
4279,2024-03-11,Hyderabad,HYD-02,ChargeGrid,Standard,9.6,71.2,115.2
4280,2024-03-11,Hyderabad,HYD-02,VoltNow,Standard,24.33,37.5,291.96
4281,2024-03-12,Bengaluru,BLR-01,VoltNow,Fast,29.74,65.4,654.28
4282,2024-03-12,Bengaluru,BLR-01,ChargeGrid,Fast,6.43,57.1,141.46
4283,2024-03-12,Bengaluru,BLR-01,VoltNow,Fast,25.48,98.8,560.56
4284,2024-03-12,Bengaluru,BLR-01,VoltNow,Standard,25.13,38.4,301.56
4285,2024-03-12,Bengaluru,BLR-01,VoltNow,Fast,16.8,113.2,369.6
4286,2024-03-12,Bengaluru,BLR-01,VoltNow,Standard,8.62,45.6,103.44
4287,2024-03-12,Bengaluru,BLR-01,ChargeGrid,Standard,12.55,65.9,150.6
4288,2024-03-12,Bengaluru,BLR-01,VoltNow,Fast,23.99,61.5,527.78
4289,2024-03-12,Bengaluru,BLR-01,VoltNow,Standard,13.93,62.3,167.16
4290,2024-03-12,Bengaluru,BLR-02,VoltNow,Fast,29.79,112.0,655.38
4291,2024-03-12,Bengaluru,BLR-02,ChargeGrid,Standard,9.31,56.1,111.72
4292,2024-03-12,Bengaluru,BLR-02,ChargeGrid,Fast,16.67,113.1,366.74
4293,2024-03-12,Bengaluru,BLR-03,ChargeGrid,Fast,33.13,83.8,728.86
4294,2024-03-12,Bengaluru,BLR-03,ChargeGrid,Standard,10.34,84.0,124.08
4295,2024-03-12,Bengaluru,BLR-03,ChargeGrid,Fast,20.72,46.3,455.84
4296,2024-03-12,Bengaluru,BLR-03,VoltNow,Fast,9.7,49.6,213.4
4297,2024-03-12,Delhi,DEL-01,VoltNow,Fast,14.29,47.1,314.38
4298,2024-03-12,Delhi,DEL-01,VoltNow,Standard,13.5,93.6,162.0
4299,2024-03-12,Delhi,DEL-01,ChargeGrid,Fast,26.66,116.4,586.52
4300,2024-03-12,Delhi,DEL-01,ChargeGrid,Fast,6.4,101.5,140.8
4301,2024-03-12,Delhi,DEL-01,ChargeGrid,Fast,19.93,88.7,438.46
4302,2024-03-12,Delhi,DEL-01,VoltNow,Fast,9.93,23.6,218.46
4303,2024-03-12,Delhi,DEL-02,VoltNow,Fast,9.1,31.0,200.2
4304,2024-03-12,Delhi,DEL-02,VoltNow,Fast,22.66,23.1,498.52
4305,2024-03-12,Delhi,DEL-02,ChargeGrid,Fast,6.89,95.2,151.58
4306,2024-03-12,Mumbai,MUM-01,VoltNow,Fast,31.72,58.1,697.84
4307,2024-03-12,Mumbai,MUM-01,ChargeGrid,Fast,18.97,77.0,417.34
4308,2024-03-12,Mumbai,MUM-01,ChargeGrid,Fast,24.59,24.8,540.98
4309,2024-03-12,Mumbai,MUM-01,VoltNow,Standard,20.26,78.0,243.12
4310,2024-03-12,Mumbai,MUM-01,ChargeGrid,Fast,14.51,84.8,319.22
4311,2024-03-12,Mumbai,MUM-01,ChargeGrid,Standard,22.08,27.9,264.96
4312,2024-03-12,Mumbai,MUM-01,VoltNow,Fast,10.17,37.1,223.74
4313,2024-03-12,Mumbai,MUM-02,VoltNow,Standard,21.8,61.5,261.6
4314,2024-03-12,Mumbai,MUM-02,ChargeGrid,Fast,6.48,27.8,142.56
4315,2024-03-12,Mumbai,MUM-02,ChargeGrid,Fast,22.69,20.2,499.18
4316,2024-03-12,Mumbai,MUM-03,VoltNow,Standard,34.24,58.6,410.88
4317,2024-03-12,Mumbai,MUM-03,ChargeGrid,Standard,23.77,94.3,285.24
4318,2024-03-12,Mumbai,MUM-03,ChargeGrid,Fast,16.42,57.4,361.24
4319,2024-03-12,Mumbai,MUM-03,VoltNow,Standard,17.01,71.8,204.12
4320,2024-03-12,Mumbai,MUM-03,VoltNow,Fast,13.51,20.4,297.22
4321,2024-03-12,Mumbai,MUM-03,VoltNow,Fast,19.37,42.9,426.14
4322,2024-03-12,Mumbai,MUM-03,VoltNow,Fast,20.81,42.0,457.82
4323,2024-03-12,Hyderabad,HYD-01,ChargeGrid,Standard,34.07,85.7,408.84
4324,2024-03-12,Hyderabad,HYD-01,VoltNow,Fast,12.64,93.1,278.08
4325,2024-03-12,Hyderabad,HYD-01,VoltNow,Standard,20.44,25.1,245.28
4326,2024-03-12,Hyderabad,HYD-01,VoltNow,Standard,12.99,111.9,155.88
4327,2024-03-12,Hyderabad,HYD-01,VoltNow,Standard,30.8,49.5,369.6
4328,2024-03-12,Hyderabad,HYD-01,ChargeGrid,Fast,20.53,25.4,451.66
4329,2024-03-12,Hyderabad,HYD-01,VoltNow,Standard,29.66,36.8,355.92
4330,2024-03-12,Hyderabad,HYD-02,ChargeGrid,Fast,27.7,26.0,609.4
4331,2024-03-12,Hyderabad,HYD-02,ChargeGrid,Fast,18.26,73.6,401.72
4332,2024-03-12,Hyderabad,HYD-02,VoltNow,Standard,33.99,81.1,407.88
4333,2024-03-12,Hyderabad,HYD-02,VoltNow,Fast,21.36,37.5,469.92
4334,2024-03-12,Hyderabad,HYD-02,ChargeGrid,Standard,18.65,101.9,223.8
4335,2024-03-12,Hyderabad,HYD-02,VoltNow,Fast,7.83,98.7,172.26
4336,2024-03-12,Hyderabad,HYD-02,VoltNow,Fast,30.03,40.9,660.66
4337,2024-03-12,Hyderabad,HYD-02,ChargeGrid,Fast,7.65,53.0,168.3
4338,2024-03-13,Bengaluru,BLR-01,ChargeGrid,Fast,17.98,31.3,395.56
4339,2024-03-13,Bengaluru,BLR-01,VoltNow,Standard,34.48,30.2,413.76
4340,2024-03-13,Bengaluru,BLR-01,ChargeGrid,Fast,25.15,108.5,553.3
4341,2024-03-13,Bengaluru,BLR-01,ChargeGrid,Fast,20.7,89.9,455.4
4342,2024-03-13,Bengaluru,BLR-01,VoltNow,Standard,16.81,111.8,201.72
4343,2024-03-13,Bengaluru,BLR-01,ChargeGrid,Standard,8.52,109.8,102.24
4344,2024-03-13,Bengaluru,BLR-01,VoltNow,Standard,12.04,111.8,144.48
4345,2024-03-13,Bengaluru,BLR-01,ChargeGrid,Fast,32.95,62.6,724.9
4346,2024-03-13,Bengaluru,BLR-02,VoltNow,Standard,11.57,76.5,138.84
4347,2024-03-13,Bengaluru,BLR-02,ChargeGrid,Fast,12.31,44.5,270.82
4348,2024-03-13,Bengaluru,BLR-02,VoltNow,Fast,31.38,114.3,690.36
4349,2024-03-13,Bengaluru,BLR-02,VoltNow,Standard,26.25,63.8,315.0
4350,2024-03-13,Bengaluru,BLR-02,ChargeGrid,Fast,14.77,39.4,324.94
4351,2024-03-13,Bengaluru,BLR-02,ChargeGrid,Standard,26.03,38.4,312.36
4352,2024-03-13,Bengaluru,BLR-03,ChargeGrid,Standard,9.72,83.0,116.64
4353,2024-03-13,Bengaluru,BLR-03,VoltNow,Standard,34.29,90.5,411.48
4354,2024-03-13,Bengaluru,BLR-03,ChargeGrid,Fast,22.59,52.7,496.98
4355,2024-03-13,Bengaluru,BLR-03,VoltNow,Fast,15.65,76.6,344.3
4356,2024-03-13,Bengaluru,BLR-03,VoltNow,Standard,6.6,31.4,79.2
4357,2024-03-13,Bengaluru,BLR-03,ChargeGrid,Standard,29.05,29.6,348.6
4358,2024-03-13,Bengaluru,BLR-03,ChargeGrid,Fast,11.57,29.9,254.54
4359,2024-03-13,Bengaluru,BLR-03,ChargeGrid,Fast,13.11,85.6,288.42
4360,2024-03-13,Bengaluru,BLR-03,ChargeGrid,Fast,28.47,73.4,626.34
4361,2024-03-13,Delhi,DEL-01,VoltNow,Fast,18.75,43.6,412.5
4362,2024-03-13,Delhi,DEL-01,ChargeGrid,Standard,31.96,33.2,383.52
4363,2024-03-13,Delhi,DEL-01,ChargeGrid,Standard,17.49,107.1,209.88
4364,2024-03-13,Delhi,DEL-01,VoltNow,Standard,25.85,94.9,310.2
4365,2024-03-13,Delhi,DEL-01,ChargeGrid,Fast,24.13,69.2,530.86
4366,2024-03-13,Delhi,DEL-01,VoltNow,Standard,9.96,41.9,119.52
4367,2024-03-13,Delhi,DEL-01,VoltNow,Fast,13.62,29.8,299.64
4368,2024-03-13,Delhi,DEL-01,ChargeGrid,Fast,13.89,31.3,305.58
4369,2024-03-13,Delhi,DEL-02,VoltNow,Standard,21.55,95.2,258.6
4370,2024-03-13,Delhi,DEL-02,VoltNow,Fast,21.71,98.6,477.62
4371,2024-03-13,Delhi,DEL-02,ChargeGrid,Fast,27.95,46.4,614.9
4372,2024-03-13,Delhi,DEL-02,ChargeGrid,Fast,14.77,118.6,324.94
4373,2024-03-13,Delhi,DEL-02,ChargeGrid,Standard,24.54,65.1,294.48
4374,2024-03-13,Delhi,DEL-02,ChargeGrid,Fast,14.42,69.7,317.24
4375,2024-03-13,Delhi,DEL-02,ChargeGrid,Fast,19.56,78.4,430.32
4376,2024-03-13,Delhi,DEL-02,ChargeGrid,Standard,33.02,105.3,396.24
4377,2024-03-13,Delhi,DEL-02,VoltNow,Standard,33.65,51.5,403.8
4378,2024-03-13,Mumbai,MUM-01,VoltNow,Standard,11.18,66.7,134.16
4379,2024-03-13,Mumbai,MUM-01,ChargeGrid,Standard,21.14,55.9,253.68
4380,2024-03-13,Mumbai,MUM-01,ChargeGrid,Fast,12.29,59.4,270.38
4381,2024-03-13,Mumbai,MUM-02,VoltNow,Fast,21.46,57.0,472.12
4382,2024-03-13,Mumbai,MUM-02,ChargeGrid,Fast,28.99,32.2,637.78
4383,2024-03-13,Mumbai,MUM-02,ChargeGrid,Fast,24.49,64.4,538.78
4384,2024-03-13,Mumbai,MUM-02,VoltNow,Fast,32.33,42.2,711.26
4385,2024-03-13,Mumbai,MUM-02,ChargeGrid,Fast,27.69,37.7,609.18
4386,2024-03-13,Mumbai,MUM-02,VoltNow,Fast,27.48,40.3,604.56
4387,2024-03-13,Mumbai,MUM-02,VoltNow,Fast,21.05,79.6,463.1
4388,2024-03-13,Mumbai,MUM-02,ChargeGrid,Fast,26.7,102.2,587.4
4389,2024-03-13,Mumbai,MUM-02,ChargeGrid,Fast,11.21,26.5,246.62
4390,2024-03-13,Mumbai,MUM-03,VoltNow,Standard,17.58,37.9,210.96
4391,2024-03-13,Mumbai,MUM-03,VoltNow,Fast,20.71,65.8,455.62
4392,2024-03-13,Mumbai,MUM-03,ChargeGrid,Standard,31.77,49.0,381.24
4393,2024-03-13,Mumbai,MUM-03,VoltNow,Fast,16.88,93.1,371.36
4394,2024-03-13,Mumbai,MUM-03,VoltNow,Fast,29.56,118.9,650.32
4395,2024-03-13,Mumbai,MUM-03,VoltNow,Standard,30.21,95.9,362.52
4396,2024-03-13,Hyderabad,HYD-01,ChargeGrid,Fast,19.92,31.0,438.24
4397,2024-03-13,Hyderabad,HYD-01,VoltNow,Fast,33.44,68.5,735.68
4398,2024-03-13,Hyderabad,HYD-01,ChargeGrid,Fast,33.1,94.9,728.2
4399,2024-03-13,Hyderabad,HYD-01,ChargeGrid,Fast,33.25,77.8,731.5
4400,2024-03-13,Hyderabad,HYD-01,ChargeGrid,Fast,28.38,59.6,624.36
4401,2024-03-13,Hyderabad,HYD-01,VoltNow,Fast,30.48,112.5,670.56
4402,2024-03-13,Hyderabad,HYD-01,VoltNow,Fast,32.65,32.2,718.3
4403,2024-03-13,Hyderabad,HYD-02,VoltNow,Fast,12.18,64.7,267.96
4404,2024-03-13,Hyderabad,HYD-02,ChargeGrid,Fast,19.13,94.7,420.86
4405,2024-03-13,Hyderabad,HYD-02,ChargeGrid,Fast,18.79,35.6,413.38
4406,2024-03-14,Bengaluru,BLR-01,VoltNow,Fast,8.65,116.0,190.3
4407,2024-03-14,Bengaluru,BLR-01,VoltNow,Fast,22.33,65.2,491.26
4408,2024-03-14,Bengaluru,BLR-01,ChargeGrid,Fast,29.47,96.2,648.34
4409,2024-03-14,Bengaluru,BLR-01,ChargeGrid,Fast,12.98,27.4,285.56
4410,2024-03-14,Bengaluru,BLR-01,ChargeGrid,Standard,33.34,80.6,400.08
4411,2024-03-14,Bengaluru,BLR-02,VoltNow,Fast,25.72,37.9,565.84
4412,2024-03-14,Bengaluru,BLR-02,ChargeGrid,Fast,17.06,112.8,375.32
4413,2024-03-14,Bengaluru,BLR-02,ChargeGrid,Standard,14.48,97.8,173.76
4414,2024-03-14,Bengaluru,BLR-02,VoltNow,Standard,12.89,112.4,154.68
4415,2024-03-14,Bengaluru,BLR-02,ChargeGrid,Standard,23.9,47.3,286.8
4416,2024-03-14,Bengaluru,BLR-02,ChargeGrid,Fast,14.38,52.6,316.36
4417,2024-03-14,Bengaluru,BLR-02,ChargeGrid,Standard,7.12,97.0,85.44
4418,2024-03-14,Bengaluru,BLR-03,VoltNow,Standard,27.8,30.7,333.6
4419,2024-03-14,Bengaluru,BLR-03,ChargeGrid,Fast,33.4,25.6,734.8
4420,2024-03-14,Bengaluru,BLR-03,ChargeGrid,Standard,20.92,57.0,251.04
4421,2024-03-14,Bengaluru,BLR-03,ChargeGrid,Fast,18.48,63.7,406.56
4422,2024-03-14,Bengaluru,BLR-03,VoltNow,Standard,18.9,109.5,226.8
4423,2024-03-14,Bengaluru,BLR-03,ChargeGrid,Fast,28.68,109.7,630.96
4424,2024-03-14,Bengaluru,BLR-03,ChargeGrid,Standard,34.16,103.6,409.92
4425,2024-03-14,Bengaluru,BLR-03,ChargeGrid,Standard,30.72,56.0,368.64
4426,2024-03-14,Bengaluru,BLR-03,VoltNow,Standard,16.59,21.0,199.08
4427,2024-03-14,Delhi,DEL-01,ChargeGrid,Standard,14.64,27.4,175.68
4428,2024-03-14,Delhi,DEL-01,VoltNow,Fast,6.02,99.8,132.44
4429,2024-03-14,Delhi,DEL-01,ChargeGrid,Standard,24.17,68.5,290.04
4430,2024-03-14,Delhi,DEL-01,ChargeGrid,Fast,9.22,55.8,202.84
4431,2024-03-14,Delhi,DEL-01,ChargeGrid,Fast,18.23,107.4,401.06
4432,2024-03-14,Delhi,DEL-02,VoltNow,Fast,26.17,61.5,575.74
4433,2024-03-14,Delhi,DEL-02,ChargeGrid,Standard,26.46,32.3,317.52
4434,2024-03-14,Delhi,DEL-02,ChargeGrid,Standard,22.88,33.1,274.56
4435,2024-03-14,Mumbai,MUM-01,VoltNow,Fast,11.17,82.9,245.74
4436,2024-03-14,Mumbai,MUM-01,VoltNow,Fast,10.93,34.6,240.46
4437,2024-03-14,Mumbai,MUM-01,ChargeGrid,Standard,9.25,52.5,111.0
4438,2024-03-14,Mumbai,MUM-01,ChargeGrid,Fast,14.45,97.0,317.9
4439,2024-03-14,Mumbai,MUM-01,ChargeGrid,Standard,16.51,69.6,198.12
4440,2024-03-14,Mumbai,MUM-01,VoltNow,Fast,20.04,20.2,440.88
4441,2024-03-14,Mumbai,MUM-02,ChargeGrid,Standard,32.8,64.7,393.6
4442,2024-03-14,Mumbai,MUM-02,ChargeGrid,Standard,31.23,37.7,374.76
4443,2024-03-14,Mumbai,MUM-02,VoltNow,Fast,29.71,101.7,653.62
4444,2024-03-14,Mumbai,MUM-02,ChargeGrid,Fast,25.31,74.5,556.82
4445,2024-03-14,Mumbai,MUM-02,ChargeGrid,Standard,17.0,32.8,204.0
4446,2024-03-14,Mumbai,MUM-03,ChargeGrid,Standard,33.32,31.8,399.84
4447,2024-03-14,Mumbai,MUM-03,ChargeGrid,Standard,17.5,59.9,210.0
4448,2024-03-14,Mumbai,MUM-03,ChargeGrid,Standard,30.01,30.4,360.12
4449,2024-03-14,Mumbai,MUM-03,VoltNow,Standard,7.45,43.9,89.4
4450,2024-03-14,Hyderabad,HYD-01,ChargeGrid,Standard,22.62,47.6,271.44
4451,2024-03-14,Hyderabad,HYD-01,VoltNow,Fast,21.76,43.6,478.72
4452,2024-03-14,Hyderabad,HYD-01,VoltNow,Fast,30.14,20.1,663.08
4453,2024-03-14,Hyderabad,HYD-01,VoltNow,Fast,6.87,71.9,151.14
4454,2024-03-14,Hyderabad,HYD-02,VoltNow,Fast,33.72,25.4,741.84
4455,2024-03-14,Hyderabad,HYD-02,VoltNow,Standard,7.66,103.6,91.92
4456,2024-03-14,Hyderabad,HYD-02,ChargeGrid,Standard,12.25,77.9,147.0
4457,2024-03-15,Bengaluru,BLR-01,ChargeGrid,Fast,30.79,110.8,677.38
4458,2024-03-15,Bengaluru,BLR-01,VoltNow,Fast,16.24,29.1,357.28
4459,2024-03-15,Bengaluru,BLR-01,ChargeGrid,Fast,20.78,20.0,457.16
4460,2024-03-15,Bengaluru,BLR-01,VoltNow,Fast,20.84,114.5,458.48
4461,2024-03-15,Bengaluru,BLR-01,ChargeGrid,Standard,29.76,117.1,357.12
4462,2024-03-15,Bengaluru,BLR-02,ChargeGrid,Standard,16.24,88.6,194.88
4463,2024-03-15,Bengaluru,BLR-02,VoltNow,Fast,10.25,62.4,225.5
4464,2024-03-15,Bengaluru,BLR-02,ChargeGrid,Standard,34.87,39.0,418.44
4465,2024-03-15,Bengaluru,BLR-02,VoltNow,Standard,6.24,63.7,74.88
4466,2024-03-15,Bengaluru,BLR-02,ChargeGrid,Standard,22.36,56.0,268.32
4467,2024-03-15,Bengaluru,BLR-03,ChargeGrid,Fast,7.15,86.0,157.3
4468,2024-03-15,Bengaluru,BLR-03,ChargeGrid,Standard,23.93,96.6,287.16
4469,2024-03-15,Bengaluru,BLR-03,ChargeGrid,Fast,27.23,20.5,599.06
4470,2024-03-15,Bengaluru,BLR-03,ChargeGrid,Fast,14.13,115.2,310.86
4471,2024-03-15,Delhi,DEL-01,ChargeGrid,Fast,15.92,99.3,350.24
4472,2024-03-15,Delhi,DEL-01,ChargeGrid,Fast,26.95,93.5,592.9
4473,2024-03-15,Delhi,DEL-01,VoltNow,Standard,15.87,108.9,190.44
4474,2024-03-15,Delhi,DEL-01,ChargeGrid,Standard,13.86,23.9,166.32
4475,2024-03-15,Delhi,DEL-01,ChargeGrid,Standard,25.26,46.8,303.12
4476,2024-03-15,Delhi,DEL-02,VoltNow,Fast,30.37,35.3,668.14
4477,2024-03-15,Delhi,DEL-02,ChargeGrid,Fast,13.26,78.0,291.72
4478,2024-03-15,Delhi,DEL-02,VoltNow,Fast,34.46,115.2,758.12
4479,2024-03-15,Mumbai,MUM-01,VoltNow,Fast,26.13,44.7,574.86
4480,2024-03-15,Mumbai,MUM-01,ChargeGrid,Fast,27.64,87.1,608.08
4481,2024-03-15,Mumbai,MUM-01,ChargeGrid,Fast,13.77,66.1,302.94
4482,2024-03-15,Mumbai,MUM-01,VoltNow,Fast,19.37,70.3,426.14
4483,2024-03-15,Mumbai,MUM-01,VoltNow,Fast,16.18,105.5,355.96
4484,2024-03-15,Mumbai,MUM-01,VoltNow,Standard,12.0,28.2,144.0
4485,2024-03-15,Mumbai,MUM-01,ChargeGrid,Fast,7.51,108.2,165.22
4486,2024-03-15,Mumbai,MUM-02,VoltNow,Fast,26.43,98.2,581.46
4487,2024-03-15,Mumbai,MUM-02,ChargeGrid,Standard,30.23,48.2,362.76
4488,2024-03-15,Mumbai,MUM-02,ChargeGrid,Standard,23.72,99.1,284.64
4489,2024-03-15,Mumbai,MUM-02,VoltNow,Fast,25.47,53.7,560.34
4490,2024-03-15,Mumbai,MUM-03,ChargeGrid,Fast,12.3,28.8,270.6
4491,2024-03-15,Mumbai,MUM-03,VoltNow,Standard,26.82,24.8,321.84
4492,2024-03-15,Mumbai,MUM-03,ChargeGrid,Fast,21.13,51.6,464.86
4493,2024-03-15,Mumbai,MUM-03,ChargeGrid,Fast,6.4,99.6,140.8
4494,2024-03-15,Mumbai,MUM-03,ChargeGrid,Fast,30.06,119.7,661.32
4495,2024-03-15,Hyderabad,HYD-01,ChargeGrid,Standard,26.1,63.9,313.2
4496,2024-03-15,Hyderabad,HYD-01,VoltNow,Fast,32.41,98.4,713.02
4497,2024-03-15,Hyderabad,HYD-01,VoltNow,Standard,18.93,73.3,227.16
4498,2024-03-15,Hyderabad,HYD-01,VoltNow,Standard,18.78,43.8,225.36
4499,2024-03-15,Hyderabad,HYD-01,VoltNow,Standard,14.97,31.5,179.64
4500,2024-03-15,Hyderabad,HYD-01,ChargeGrid,Fast,22.88,44.8,503.36
4501,2024-03-15,Hyderabad,HYD-01,VoltNow,Fast,18.72,99.3,411.84
4502,2024-03-15,Hyderabad,HYD-01,VoltNow,Fast,25.55,101.7,562.1
4503,2024-03-15,Hyderabad,HYD-01,VoltNow,Standard,23.62,94.7,283.44
4504,2024-03-15,Hyderabad,HYD-02,VoltNow,Standard,16.2,48.0,194.4
4505,2024-03-15,Hyderabad,HYD-02,VoltNow,Standard,16.53,59.2,198.36
4506,2024-03-15,Hyderabad,HYD-02,ChargeGrid,Fast,27.2,86.6,598.4
4507,2024-03-16,Bengaluru,BLR-01,ChargeGrid,Fast,33.22,46.7,730.84
4508,2024-03-16,Bengaluru,BLR-01,ChargeGrid,Fast,8.12,55.3,178.64
4509,2024-03-16,Bengaluru,BLR-01,VoltNow,Fast,15.02,40.0,330.44
4510,2024-03-16,Bengaluru,BLR-02,VoltNow,Fast,28.97,24.1,637.34
4511,2024-03-16,Bengaluru,BLR-02,VoltNow,Fast,20.98,118.7,461.56
4512,2024-03-16,Bengaluru,BLR-02,VoltNow,Fast,28.47,119.0,626.34
4513,2024-03-16,Bengaluru,BLR-03,ChargeGrid,Standard,18.32,58.2,219.84
4514,2024-03-16,Bengaluru,BLR-03,VoltNow,Fast,13.54,91.5,297.88
4515,2024-03-16,Bengaluru,BLR-03,ChargeGrid,Fast,22.8,108.5,501.6
